# ['video-games', 'baby', 'grocery-and-gourmet-food', 'digital-music', 'musical-instruments', 'pet-supplies', 'patio-lawn-and-garden', 'beauty', 'automotive', 'office-products']
disaster:[72, 44, 0, 36, 48, 40, 24, 16, 16, 24]
hitch:[12, 0, 0, 8, 12, 8, 28, 0, 1112, 8]
lifting:[0, 112, 8, 40, 16, 52, 72, 8, 52, 16]
chews:[0, 52, 92, 0, 0, 580, 0, 0, 0, 0]
pail:[0, 2868, 0, 0, 0, 8, 24, 0, 0, 0]
hours:[2752, 708, 404, 316, 560, 1576, 892, 680, 1168, 0]
pain:[244, 772, 380, 300, 456, 740, 340, 192, 196, 0]
center:[128, 396, 112, 168, 212, 172, 248, 0, 316, 188]
purchase:[555, 1174, 1173, 0, 601, 859, 1222, 1214, 1178, 1554]
start:[1957, 904, 0, 1671, 1202, 628, 910, 532, 1252, 472]
titles:[804, 0, 0, 256, 244, 0, 0, 4, 0, 16]
stars:[1612, 1136, 761, 1601, 1337, 768, 765, 688, 696, 0]
teen:[80, 4, 4, 164, 132, 0, 8, 80, 0, 20]
pair:[32, 36, 60, 100, 196, 60, 320, 84, 256, 0]
pumping:[48, 360, 12, 60, 12, 0, 104, 64, 32, 0]
chlorine:[0, 0, 4, 0, 0, 8, 20, 168, 16, 4]
stylish:[20, 0, 4, 24, 64, 0, 4, 20, 16, 48]
calibur:[484, 0, 0, 0, 0, 0, 0, 0, 0, 0]
gravity:[56, 16, 4, 12, 36, 0, 24, 0, 12, 4]
cooler:[96, 264, 76, 48, 40, 24, 36, 0, 108, 20]
disney:[76, 24, 0, 12, 28, 0, 0, 8, 0, 4]
plugs:[52, 268, 20, 0, 24, 8, 84, 0, 328, 8]
paid:[204, 252, 300, 0, 276, 316, 424, 300, 476, 520]
short:[1224, 556, 0, 1556, 1772, 692, 1072, 416, 912, 356]
conducts:[0, 0, 0, 8, 132, 0, 4, 4, 0, 4]
funk:[4, 0, 0, 948, 164, 0, 4, 12, 0, 0]
verses:[4, 20, 0, 312, 48, 8, 8, 4, 0, 52]
stash:[0, 12, 92, 8, 0, 12, 4, 20, 16, 8]
studio:[12, 0, 4, 1156, 948, 4, 4, 32, 8, 88]
downward:[8, 12, 0, 24, 32, 12, 44, 0, 20, 0]
rewarding:[164, 0, 0, 60, 212, 16, 16, 0, 12, 12]
funnel:[0, 0, 20, 0, 0, 8, 32, 0, 444, 0]
palm:[44, 52, 40, 56, 0, 36, 36, 68, 32, 96]
grandkids:[12, 56, 28, 0, 12, 8, 12, 20, 72, 32]
consistency:[8, 12, 368, 64, 40, 20, 20, 232, 28, 0]
required:[376, 260, 132, 108, 224, 172, 416, 0, 312, 336]
eagles:[0, 0, 0, 272, 12, 0, 0, 0, 0, 0]
washes:[0, 160, 8, 28, 8, 44, 20, 208, 204, 0]
washer:[4, 104, 0, 0, 4, 68, 196, 8, 188, 4]
midi:[64, 8, 0, 0, 128, 0, 0, 0, 0, 12]
breastfeed:[0, 168, 0, 0, 0, 0, 0, 0, 0, 0]
matress:[0, 88, 0, 0, 0, 0, 0, 0, 0, 0]
golden:[220, 0, 156, 176, 344, 464, 16, 24, 24, 32]
season:[100, 0, 236, 72, 152, 152, 972, 76, 240, 92]
savings:[12, 60, 32, 0, 4, 64, 32, 36, 44, 64]
hardware:[256, 236, 0, 0, 24, 80, 640, 12, 280, 68]
cowboy:[4, 0, 4, 172, 736, 0, 4, 0, 0, 4]
flowers:[32, 44, 148, 52, 48, 16, 152, 36, 0, 164]
sessions:[44, 32, 12, 380, 260, 44, 36, 0, 0, 16]
warmth:[0, 24, 20, 124, 196, 0, 16, 0, 0, 0]
batter:[12, 0, 48, 0, 0, 0, 12, 0, 48, 8]
players:[1396, 0, 0, 504, 732, 20, 28, 20, 56, 12]
destroy:[448, 20, 16, 80, 44, 564, 28, 0, 32, 12]
dates:[16, 12, 36, 64, 244, 0, 0, 12, 0, 424]
priority:[24, 0, 32, 0, 20, 8, 28, 4, 20, 20]
metallic:[8, 0, 32, 16, 32, 0, 12, 4, 12, 16]
creative:[340, 112, 28, 640, 284, 16, 36, 0, 20, 68]
analog:[348, 0, 0, 72, 84, 0, 4, 4, 36, 40]
coast:[0, 8, 120, 464, 164, 8, 24, 12, 16, 16]
quot:[741, 536, 88, 5276, 2633, 91, 166, 88, 0, 297]
primary:[44, 80, 84, 44, 80, 40, 52, 0, 48, 44]
requires:[364, 244, 92, 0, 192, 200, 344, 92, 236, 144]
lol:[400, 116, 204, 132, 116, 228, 108, 208, 0, 104]
bright:[220, 900, 200, 240, 272, 148, 0, 136, 316, 624]
consume:[8, 0, 80, 12, 0, 8, 8, 20, 12, 0]
trails:[12, 0, 8, 20, 16, 16, 28, 4, 40, 20]
dome:[8, 32, 8, 0, 12, 12, 0, 0, 56, 0]
unknown:[80, 0, 20, 204, 324, 32, 24, 28, 32, 40]
cinematography:[0, 0, 0, 0, 664, 0, 20, 0, 0, 0]
lot:[1132, 892, 1164, 0, 722, 1032, 1352, 1005, 1017, 1000]
los:[20, 8, 32, 132, 208, 4, 0, 52, 20, 8]
fuse:[0, 0, 0, 28, 16, 0, 8, 0, 324, 0]
computer:[1748, 140, 36, 140, 240, 72, 32, 0, 288, 688]
pros:[416, 216, 56, 0, 40, 140, 184, 80, 156, 112]
roach:[8, 0, 0, 352, 20, 0, 4, 0, 0, 0]
premium:[28, 56, 124, 0, 20, 368, 76, 20, 104, 32]
cheesecake:[4, 0, 148, 0, 8, 0, 0, 0, 0, 4]
low:[552, 440, 784, 744, 700, 400, 768, 0, 672, 588]
mildly:[20, 8, 68, 48, 36, 20, 16, 24, 0, 0]
nesting:[0, 128, 0, 0, 0, 0, 0, 0, 0, 0]
merely:[92, 0, 24, 132, 212, 24, 48, 16, 20, 20]
planner:[0, 8, 0, 0, 0, 0, 0, 0, 0, 1876]
fuss:[32, 68, 28, 52, 84, 52, 40, 0, 24, 16]
meant:[188, 212, 132, 324, 344, 144, 128, 108, 124, 0]
means:[744, 348, 256, 652, 716, 432, 324, 0, 300, 224]
performers:[0, 0, 0, 120, 536, 0, 0, 0, 0, 8]
fury:[28, 0, 12, 56, 40, 0, 0, 0, 0, 8]
performed:[36, 32, 0, 436, 1100, 48, 252, 44, 160, 112]
fittings:[0, 0, 0, 0, 8, 0, 212, 0, 60, 0]
randomly:[96, 16, 12, 0, 28, 68, 20, 24, 20, 28]
clip:[28, 200, 0, 32, 80, 32, 160, 32, 124, 128]
door:[280, 708, 164, 140, 196, 648, 260, 0, 720, 204]
quick:[580, 504, 660, 0, 316, 500, 704, 468, 732, 580]
dab:[8, 8, 128, 0, 4, 0, 4, 364, 16, 4]
invaluable:[12, 28, 0, 12, 52, 12, 28, 0, 8, 56]
speedy:[52, 24, 0, 12, 32, 16, 44, 20, 12, 56]
doom:[348, 0, 0, 36, 44, 0, 12, 0, 0, 8]
dad:[140, 280, 152, 200, 152, 0, 200, 68, 152, 92]
friendly:[208, 212, 68, 200, 140, 72, 152, 0, 68, 248]
husband:[0, 2116, 884, 272, 504, 448, 640, 944, 476, 364]
experience:[1708, 444, 752, 1000, 1372, 376, 436, 0, 444, 340]
disconnected:[4, 12, 0, 0, 16, 8, 16, 0, 56, 24]
shows:[364, 128, 0, 1420, 1316, 180, 184, 140, 192, 388]
shown:[112, 132, 96, 104, 272, 116, 136, 0, 92, 236]
zone:[116, 12, 0, 92, 48, 24, 68, 92, 244, 8]
storyline:[1824, 0, 0, 8, 144, 0, 12, 0, 0, 0]
wonderfull:[20, 16, 8, 36, 16, 8, 12, 12, 0, 0]
speeds:[104, 12, 0, 20, 68, 8, 100, 0, 104, 16]
day:[586, 806, 982, 738, 0, 1634, 620, 2302, 594, 1298]
keeps:[528, 1508, 0, 364, 316, 1048, 468, 1048, 788, 396]
rpgs:[744, 0, 0, 0, 0, 0, 0, 0, 0, 0]
raising:[64, 24, 12, 44, 72, 28, 20, 12, 8, 0]
foaming:[0, 0, 0, 0, 0, 8, 0, 164, 0, 0]
curiosity:[36, 20, 28, 64, 72, 16, 4, 12, 8, 0]
minutes:[597, 1288, 878, 907, 993, 1521, 1838, 660, 966, 0]
island:[424, 0, 68, 312, 212, 12, 16, 32, 8, 8]
socks:[28, 44, 36, 44, 36, 28, 4, 32, 0, 0]
format:[192, 52, 0, 356, 276, 8, 16, 12, 8, 260]
sacrifice:[36, 16, 20, 16, 48, 8, 32, 0, 12, 0]
artwork:[100, 4, 0, 104, 80, 8, 0, 0, 0, 256]
water:[194, 1988, 1344, 84, 0, 706, 3056, 656, 1796, 104]
illegal:[20, 0, 16, 76, 8, 0, 8, 0, 8, 8]
fried:[28, 0, 152, 56, 12, 16, 68, 0, 20, 20]
pause:[72, 8, 4, 24, 56, 8, 4, 0, 8, 16]
formal:[0, 12, 24, 16, 120, 4, 0, 12, 0, 4]
countless:[208, 40, 0, 120, 136, 28, 28, 36, 36, 24]
creates:[140, 64, 24, 188, 244, 40, 128, 60, 0, 32]
superman:[172, 0, 0, 28, 4, 4, 8, 0, 0, 4]
dont:[1312, 440, 0, 712, 368, 252, 212, 404, 344, 200]
launcher:[180, 0, 0, 0, 0, 472, 0, 0, 0, 0]
entertain:[72, 112, 8, 32, 28, 12, 0, 0, 0, 0]
ease:[136, 408, 80, 92, 180, 220, 480, 0, 308, 232]
tent:[0, 12, 0, 12, 204, 736, 8, 0, 8, 12]
melodies:[12, 68, 0, 864, 680, 0, 0, 0, 0, 12]
critical:[52, 52, 28, 204, 168, 16, 60, 0, 32, 44]
mike:[48, 0, 8, 780, 304, 4, 4, 8, 0, 0]
part:[1223, 1390, 0, 1222, 1582, 835, 1318, 578, 834, 528]
boards:[140, 32, 0, 28, 28, 12, 4, 0, 84, 124]
elsewhere:[92, 92, 132, 184, 420, 88, 120, 96, 0, 116]
conversations:[52, 4, 0, 16, 36, 0, 4, 0, 0, 44]
radiant:[8, 0, 4, 20, 64, 0, 0, 72, 0, 0]
bike:[68, 116, 32, 8, 12, 4, 12, 0, 408, 16]
dora:[4, 160, 20, 0, 4, 0, 0, 0, 8, 0]
toner:[0, 0, 0, 0, 0, 0, 0, 148, 0, 1160]
sixteen:[16, 8, 16, 136, 80, 12, 12, 0, 0, 4]
scoops:[0, 0, 68, 4, 0, 160, 12, 0, 0, 0]
elvis:[4, 0, 0, 896, 124, 0, 0, 8, 0, 0]
relief:[0, 76, 88, 60, 72, 176, 68, 240, 24, 36]
hinges:[8, 168, 0, 0, 8, 36, 8, 0, 28, 8]
park:[228, 92, 56, 144, 60, 340, 44, 0, 484, 60]
temp:[0, 100, 92, 0, 8, 8, 44, 24, 32, 0]
gyllenhaal:[0, 0, 0, 0, 956, 0, 0, 0, 0, 0]
washed:[24, 444, 48, 24, 36, 128, 40, 184, 240, 0]
bernie:[4, 0, 4, 12, 32, 0, 0, 0, 0, 0]
subscribe:[12, 0, 80, 4, 8, 36, 4, 84, 0, 0]
built:[336, 424, 0, 208, 240, 220, 816, 76, 692, 336]
entertained:[188, 292, 0, 8, 32, 104, 4, 0, 0, 4]
seeking:[64, 0, 32, 60, 104, 12, 0, 28, 20, 24]
synthesizers:[0, 0, 0, 204, 44, 0, 0, 0, 0, 0]
ears:[44, 136, 20, 572, 636, 220, 56, 112, 12, 0]
diamond:[48, 0, 64, 92, 80, 12, 28, 16, 20, 48]
someone:[868, 632, 612, 1256, 1260, 0, 524, 540, 720, 680]
build:[352, 104, 180, 192, 248, 180, 328, 172, 200, 0]
earn:[284, 0, 0, 64, 44, 0, 8, 0, 12, 4]
further:[296, 0, 116, 500, 572, 296, 172, 112, 144, 132]
corded:[0, 8, 0, 0, 0, 0, 132, 0, 24, 40]
apartment:[0, 160, 40, 60, 40, 192, 32, 20, 44, 68]
stack:[32, 248, 60, 36, 28, 76, 16, 0, 24, 24]
electronics:[32, 44, 0, 64, 48, 52, 32, 0, 220, 136]
unsnap:[0, 176, 0, 0, 0, 0, 0, 0, 0, 0]
areas:[592, 244, 0, 60, 100, 144, 732, 504, 196, 148]
del:[20, 4, 12, 124, 660, 0, 0, 4, 0, 12]
luv:[40, 8, 0, 76, 12, 0, 0, 12, 0, 8]
ugh:[44, 20, 16, 20, 12, 28, 24, 16, 0, 20]
record:[80, 128, 44, 3800, 1828, 72, 40, 80, 0, 312]
scanner:[4, 20, 0, 0, 4, 0, 0, 0, 288, 132]
beads:[0, 60, 0, 0, 0, 12, 12, 44, 88, 20]
cube:[204, 1128, 24, 64, 8, 24, 8, 0, 12, 16]
chicago:[12, 0, 36, 176, 228, 4, 20, 28, 20, 16]
prevention:[0, 16, 4, 0, 0, 40, 8, 40, 20, 4]
preventing:[16, 36, 16, 0, 8, 40, 40, 72, 32, 0]
past:[1184, 436, 472, 768, 872, 748, 708, 788, 0, 576]
saxophonist:[0, 0, 0, 92, 92, 0, 8, 0, 0, 0]
mild:[40, 28, 660, 56, 44, 64, 32, 488, 48, 0]
impact:[116, 0, 20, 264, 400, 28, 96, 28, 308, 24]
milk:[4, 980, 1176, 52, 24, 24, 12, 28, 8, 0]
bill:[48, 0, 120, 380, 232, 920, 116, 56, 108, 212]
whose:[120, 80, 44, 328, 784, 52, 92, 56, 0, 52]
easy:[327, 1507, 544, 0, 281, 871, 2405, 716, 2026, 1203]
buyer:[64, 52, 108, 0, 100, 72, 72, 48, 72, 48]
clog:[4, 16, 12, 0, 8, 36, 152, 188, 24, 20]
synthesized:[0, 28, 0, 88, 24, 0, 0, 0, 0, 8]
dose:[36, 0, 48, 68, 44, 556, 32, 52, 12, 4]
mentions:[8, 8, 4, 64, 60, 8, 4, 8, 0, 8]
adult:[344, 304, 48, 220, 160, 272, 32, 248, 0, 56]
attitude:[140, 8, 8, 348, 176, 32, 16, 16, 0, 20]
relative:[48, 28, 40, 64, 128, 0, 32, 48, 32, 40]
average:[440, 244, 184, 360, 260, 184, 244, 0, 164, 104]
treatment:[24, 0, 12, 196, 220, 580, 28, 520, 76, 8]
compare:[452, 124, 268, 480, 476, 0, 120, 156, 64, 92]
albums:[16, 8, 0, 7596, 1596, 12, 20, 68, 0, 92]
tekken:[620, 0, 0, 0, 0, 0, 0, 0, 0, 0]
choosing:[48, 36, 24, 40, 52, 44, 16, 0, 20, 40]
waited:[100, 80, 56, 0, 112, 96, 100, 92, 72, 56]
journal:[28, 100, 4, 8, 8, 24, 0, 0, 0, 420]
composition:[12, 16, 0, 312, 576, 0, 0, 12, 0, 28]
grass:[76, 28, 48, 108, 136, 124, 3692, 0, 24, 24]
unlike:[780, 364, 296, 576, 624, 188, 0, 208, 196, 172]
term:[0, 72, 60, 128, 172, 120, 100, 100, 100, 116]
latch:[4, 584, 0, 0, 0, 16, 32, 16, 44, 8]
rigid:[8, 32, 0, 0, 20, 28, 56, 0, 48, 32]
mine:[548, 956, 564, 540, 496, 828, 1108, 0, 848, 780]
mind:[1224, 680, 448, 1800, 1760, 472, 408, 0, 404, 372]
business:[212, 0, 232, 352, 244, 312, 268, 124, 196, 788]
mini:[752, 92, 184, 100, 80, 204, 0, 80, 168, 168]
advent:[116, 24, 0, 0, 28, 0, 12, 0, 0, 12]
medieval:[68, 0, 0, 32, 48, 0, 0, 0, 0, 4]
staff:[16, 20, 16, 56, 56, 8, 20, 0, 24, 36]
indestructible:[8, 36, 0, 0, 12, 172, 44, 0, 0, 12]
partly:[28, 24, 8, 76, 44, 16, 16, 0, 24, 20]
involve:[56, 0, 12, 12, 28, 0, 8, 0, 12, 12]
possible:[628, 292, 268, 404, 628, 308, 228, 0, 220, 192]
stage:[296, 200, 16, 380, 508, 36, 28, 24, 28, 0]
returning:[68, 268, 64, 0, 108, 188, 240, 100, 196, 156]
overrated:[156, 8, 4, 160, 40, 0, 4, 0, 0, 4]
borrow:[88, 40, 0, 100, 40, 8, 72, 0, 32, 36]
inch:[84, 228, 132, 100, 0, 228, 952, 136, 424, 100]
desert:[160, 0, 48, 216, 120, 8, 100, 68, 52, 0]
paul:[52, 0, 312, 668, 480, 0, 12, 56, 12, 20]
quartet:[0, 0, 0, 168, 704, 0, 12, 4, 0, 4]
did:[732, 906, 1014, 0, 626, 1300, 1278, 1104, 1392, 1048]
masterpiece:[412, 0, 0, 1556, 840, 4, 20, 16, 0, 28]
die:[712, 0, 132, 528, 372, 156, 96, 48, 100, 84]
dig:[96, 0, 24, 384, 132, 124, 456, 32, 28, 88]
hollywood:[52, 0, 12, 100, 612, 0, 28, 8, 8, 0]
added:[572, 324, 804, 480, 584, 380, 0, 348, 364, 256]
stocking:[0, 8, 132, 16, 8, 56, 16, 84, 20, 128]
quantities:[4, 16, 124, 0, 0, 16, 12, 20, 12, 28]
emergency:[4, 52, 36, 0, 0, 48, 12, 44, 280, 28]
dip:[12, 20, 172, 16, 36, 24, 0, 28, 52, 0]
cheated:[32, 0, 8, 24, 68, 8, 8, 8, 16, 8]
recommendations:[48, 52, 16, 32, 36, 40, 16, 0, 28, 28]
shifting:[32, 12, 8, 28, 40, 0, 4, 0, 28, 4]
yamaha:[12, 0, 0, 16, 304, 4, 0, 0, 140, 0]
cliche:[72, 0, 0, 100, 52, 0, 0, 0, 8, 0]
brings:[604, 52, 132, 908, 964, 152, 60, 92, 0, 56]
habit:[44, 24, 20, 64, 32, 116, 32, 44, 0, 20]
bird:[124, 28, 32, 204, 100, 364, 464, 0, 40, 44]
adding:[212, 176, 480, 232, 172, 192, 0, 108, 120, 132]
club:[92, 32, 84, 540, 280, 28, 48, 44, 216, 0]
bracket:[8, 60, 0, 0, 0, 12, 44, 0, 180, 8]
boundaries:[16, 8, 0, 40, 128, 0, 0, 0, 0, 12]
buddies:[76, 0, 8, 24, 44, 24, 12, 8, 20, 4]
info:[108, 76, 72, 80, 160, 80, 52, 0, 144, 272]
seasons:[72, 0, 24, 48, 68, 16, 264, 44, 56, 100]
stray:[20, 0, 12, 32, 24, 104, 40, 20, 8, 0]
test:[424, 188, 180, 376, 212, 208, 280, 0, 428, 352]
puzzles:[1640, 12, 0, 12, 8, 8, 0, 0, 0, 20]
finally:[1248, 996, 0, 1064, 1112, 1184, 988, 872, 548, 548]
exhaust:[20, 8, 0, 4, 0, 8, 40, 0, 72, 8]
varied:[132, 8, 8, 180, 260, 0, 0, 12, 8, 16]
thereafter:[8, 16, 16, 28, 28, 28, 0, 0, 0, 8]
louisiana:[0, 0, 136, 16, 60, 0, 16, 0, 12, 0]
strap:[8, 204, 0, 0, 24, 36, 172, 12, 284, 84]
brown:[40, 196, 560, 340, 264, 112, 84, 184, 0, 92]
graph:[0, 0, 0, 4, 4, 0, 0, 0, 12, 152]
inventive:[20, 4, 0, 160, 164, 0, 4, 0, 0, 0]
armor:[180, 0, 0, 0, 4, 0, 0, 0, 32, 0]
toughest:[44, 0, 44, 8, 24, 8, 40, 4, 0, 4]
month:[214, 4030, 366, 0, 127, 2068, 498, 731, 575, 1308]
mower:[0, 0, 0, 0, 0, 0, 2948, 0, 0, 0]
final:[3212, 64, 88, 744, 1032, 64, 96, 0, 72, 132]
occasions:[0, 56, 92, 56, 76, 48, 60, 88, 92, 116]
tackle:[36, 0, 0, 12, 12, 12, 28, 8, 0, 24]
expiration:[0, 0, 152, 0, 0, 32, 0, 36, 12, 40]
chuck:[12, 28, 4, 44, 60, 520, 16, 0, 44, 4]
colours:[20, 40, 40, 24, 36, 0, 0, 0, 0, 36]
freezes:[108, 0, 0, 28, 16, 4, 24, 0, 8, 4]
occasion:[48, 80, 96, 84, 124, 48, 48, 0, 44, 36]
virtual:[188, 0, 4, 32, 68, 0, 0, 0, 0, 8]
synthesizer:[20, 0, 0, 176, 48, 0, 0, 0, 0, 0]
squeeze:[12, 172, 64, 16, 48, 116, 76, 112, 108, 0]
pumped:[12, 100, 20, 44, 0, 0, 40, 8, 12, 4]
back:[1341, 782, 0, 1242, 678, 1071, 1212, 778, 1310, 1034]
worthy:[244, 0, 60, 428, 436, 24, 28, 40, 32, 48]
endless:[248, 48, 24, 156, 144, 28, 16, 0, 20, 24]
bach:[4, 20, 0, 52, 920, 0, 4, 0, 0, 4]
training:[264, 424, 72, 32, 140, 252, 0, 12, 16, 36]
heavier:[20, 64, 0, 128, 60, 92, 348, 92, 168, 92]
expectation:[24, 12, 20, 16, 40, 0, 44, 24, 28, 8]
title:[1080, 0, 112, 2816, 972, 88, 80, 108, 44, 160]
papers:[20, 12, 12, 24, 28, 4, 12, 0, 28, 296]
states:[100, 0, 240, 280, 352, 100, 272, 96, 176, 180]
miss:[540, 88, 160, 724, 704, 132, 88, 140, 0, 236]
dispenser:[0, 12, 28, 0, 0, 56, 20, 864, 8, 0]
delights:[12, 0, 16, 80, 52, 4, 8, 0, 0, 4]
pound:[32, 56, 432, 24, 16, 644, 128, 0, 76, 20]
sheets:[4, 1028, 12, 40, 12, 0, 12, 44, 52, 268]
houston:[0, 0, 20, 140, 40, 4, 36, 4, 16, 0]
ignore:[96, 36, 28, 124, 148, 24, 36, 36, 24, 0]
disgusting:[44, 92, 92, 8, 40, 176, 24, 36, 16, 0]
company:[508, 556, 1088, 444, 0, 732, 760, 496, 684, 892]
nuclear:[36, 0, 28, 48, 20, 0, 4, 4, 0, 4]
human:[308, 32, 48, 392, 684, 244, 76, 0, 24, 36]
prince:[28, 8, 0, 144, 52, 8, 4, 16, 0, 48]
ticks:[4, 0, 4, 4, 4, 476, 4, 8, 0, 0]
spelling:[44, 0, 20, 24, 8, 0, 0, 8, 0, 40]
length:[248, 172, 0, 292, 300, 232, 744, 168, 624, 84]
retro:[176, 4, 0, 76, 40, 4, 16, 4, 0, 56]
una:[0, 8, 0, 72, 88, 8, 0, 24, 12, 12]
blessed:[20, 40, 8, 88, 72, 8, 12, 20, 0, 12]
expands:[24, 44, 0, 16, 44, 0, 20, 0, 8, 8]
grand:[324, 192, 28, 200, 532, 56, 36, 0, 112, 92]
schedule:[0, 80, 20, 0, 0, 148, 60, 20, 16, 448]
unk:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
rewind:[4, 0, 0, 20, 4, 0, 120, 0, 0, 16]
voila:[0, 52, 44, 0, 0, 40, 24, 72, 0, 8]
beach:[64, 84, 40, 1456, 172, 84, 32, 84, 44, 0]
baby:[0, 8356, 338, 216, 154, 226, 72, 364, 128, 108]
upcoming:[108, 16, 12, 28, 32, 8, 0, 0, 8, 64]
pays:[16, 36, 20, 32, 52, 16, 40, 0, 28, 28]
brothers:[328, 40, 0, 300, 488, 24, 8, 12, 12, 8]
exhausted:[8, 48, 4, 16, 12, 24, 44, 0, 0, 8]
discount:[0, 20, 52, 24, 48, 56, 32, 60, 24, 48]
fascinated:[16, 144, 4, 8, 56, 48, 4, 4, 0, 4]
attempt:[212, 52, 56, 312, 300, 88, 104, 52, 104, 0]
thick:[0, 432, 568, 108, 104, 252, 672, 1196, 340, 424]
doesnt:[208, 148, 64, 112, 0, 140, 84, 224, 156, 80]
lock:[136, 768, 36, 56, 0, 96, 348, 56, 1592, 28]
text:[100, 0, 12, 36, 224, 8, 8, 8, 36, 316]
letters:[36, 24, 12, 28, 52, 16, 4, 0, 16, 220]
made:[904, 735, 1199, 0, 559, 1028, 1728, 697, 1545, 1083]
printer:[40, 16, 0, 0, 4, 4, 4, 0, 20, 1996]
bits:[104, 40, 160, 100, 92, 164, 88, 0, 64, 28]
sense:[656, 272, 160, 1012, 1472, 168, 168, 0, 204, 196]
being:[1148, 1222, 1030, 1102, 1226, 0, 886, 814, 876, 912]
brew:[8, 0, 492, 16, 8, 4, 4, 0, 0, 0]
curry:[0, 0, 344, 0, 4, 4, 0, 0, 0, 0]
removing:[8, 140, 0, 8, 40, 204, 208, 156, 228, 52]
hoping:[224, 248, 320, 0, 216, 404, 228, 236, 216, 220]
printed:[36, 108, 32, 44, 80, 48, 24, 0, 52, 716]
jesus:[12, 4, 0, 128, 116, 0, 0, 24, 0, 108]
contents:[0, 104, 112, 64, 76, 132, 56, 52, 32, 52]
wilderness:[16, 0, 0, 24, 68, 8, 4, 0, 12, 8]
warned:[116, 48, 92, 60, 36, 76, 40, 36, 40, 0]
messages:[24, 16, 12, 92, 104, 12, 8, 0, 56, 528]
opens:[100, 156, 24, 316, 388, 48, 28, 0, 56, 40]
doc:[0, 8, 4, 96, 32, 4, 32, 24, 0, 8]
dog:[28, 128, 98, 48, 0, 9465, 52, 24, 92, 48]
don:[810, 954, 1250, 988, 0, 1171, 1080, 1222, 998, 890]
curve:[120, 16, 0, 40, 24, 40, 124, 24, 60, 68]
doo:[4, 16, 8, 40, 84, 12, 0, 0, 32, 0]
bags:[0, 4524, 712, 84, 12, 740, 328, 52, 156, 60]
chunks:[8, 12, 120, 0, 16, 116, 48, 28, 0, 0]
skin:[128, 37, 64, 24, 12, 228, 16, 9462, 25, 0]
bands:[8, 24, 8, 1596, 792, 0, 12, 16, 20, 48]
mac:[100, 0, 56, 176, 44, 16, 0, 124, 12, 52]
mention:[688, 368, 168, 584, 592, 240, 188, 152, 164, 0]
government:[52, 0, 16, 104, 52, 12, 12, 0, 16, 8]
inserted:[28, 28, 8, 20, 20, 24, 36, 0, 60, 56]
known:[488, 208, 296, 1256, 1860, 188, 176, 224, 0, 192]
cult:[48, 0, 0, 100, 316, 0, 0, 0, 0, 4]
pristine:[12, 4, 16, 64, 68, 16, 8, 0, 0, 16]
wouldn:[916, 1128, 0, 1232, 556, 1008, 696, 612, 708, 480]
man:[1160, 88, 184, 2832, 2612, 128, 312, 356, 136, 0]
stand:[524, 620, 0, 980, 908, 360, 384, 324, 224, 304]
surround:[40, 20, 4, 120, 28, 4, 16, 0, 16, 12]
map:[436, 24, 4, 116, 36, 8, 8, 0, 12, 1188]
mas:[28, 12, 0, 84, 36, 12, 0, 12, 12, 12]
mar:[4, 0, 0, 20, 468, 0, 0, 0, 8, 0]
pavement:[8, 0, 8, 12, 8, 4, 64, 4, 16, 4]
mat:[20, 612, 4, 4, 24, 64, 8, 0, 76, 24]
cigarette:[16, 0, 16, 40, 16, 0, 4, 12, 308, 0]
chuckit:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
listeners:[0, 0, 0, 516, 468, 0, 0, 12, 0, 12]
supplied:[12, 0, 12, 16, 16, 20, 88, 24, 108, 36]
forward:[436, 248, 284, 372, 600, 208, 468, 0, 236, 360]
bless:[8, 0, 0, 96, 84, 16, 8, 32, 12, 16]
feet:[212, 608, 0, 164, 256, 448, 1152, 684, 524, 168]
usa:[108, 0, 104, 220, 148, 112, 420, 56, 272, 104]
opera:[40, 0, 0, 80, 820, 0, 0, 20, 0, 8]
bait:[16, 4, 8, 0, 8, 0, 52, 0, 0, 28]
bonus:[484, 144, 72, 1000, 408, 124, 72, 156, 0, 188]
use:[188, 1266, 1048, 0, 156, 752, 1552, 1981, 1577, 1460]
recognition:[20, 0, 4, 140, 148, 12, 4, 0, 0, 32]
feel:[905, 844, 720, 1272, 1209, 668, 0, 2628, 508, 750]
nursing:[0, 220, 16, 4, 12, 8, 0, 20, 0, 24]
main:[1368, 252, 184, 560, 936, 248, 212, 0, 172, 224]
arrangement:[4, 24, 0, 312, 300, 8, 12, 0, 16, 32]
strip:[20, 320, 28, 64, 0, 24, 180, 96, 92, 76]
concentrated:[20, 0, 88, 28, 72, 40, 16, 84, 0, 0]
legit:[32, 0, 12, 196, 0, 0, 4, 24, 8, 0]
lungs:[0, 12, 40, 32, 32, 12, 8, 12, 12, 0]
stickers:[36, 212, 8, 0, 12, 20, 16, 28, 104, 528]
grain:[12, 0, 96, 20, 20, 104, 32, 8, 24, 12]
credit:[132, 0, 92, 360, 276, 96, 92, 64, 64, 84]
maid:[12, 0, 8, 0, 16, 436, 0, 0, 0, 0]
logs:[12, 8, 0, 0, 0, 0, 60, 0, 20, 36]
terrible:[532, 328, 208, 260, 300, 232, 176, 236, 0, 160]
